鄉鎮市區,土地位置建物門牌,總價元,季度,縣市
北區,臺中市北區北屯路２６號７樓之１０,1850000,2026Q1,臺中市
北屯區,臺中市北屯區瀋陽路二段３６號６樓,12000000,2026Q1,臺中市
太平區,臺中市太平區永平南路４５號二樓之３１,1200000,2026Q1,臺中市
南區,臺中市南區復興北路８０１巷６６號二樓之５,12300000,2026Q1,臺中市
西區,臺中市西區梅川西路二段１９之１號１６樓,14900000,2026Q1,臺中市
西區,臺中市西區五權西路一段１６６號七樓之一,53900000,2026Q1,臺中市
東區,臺中市東區長福路５０５號,6600000,2026Q1,臺中市
東區,臺中市東區進德路３５９號四樓之７,14800000,2026Q1,臺中市
南區,臺中市南區三民西路２５６號１８樓之２,5250000,2026Q1,臺中市
北屯區,臺中市北屯區昌平路二段４巷２弄３８號,4000000,2026Q1,臺中市
北區,臺中市北區健行路４４３號１１樓之１７,5200000,2026Q1,臺中市
北區,臺中市北區文昌東一街７５號,6800000,2026Q1,臺中市
北屯區,臺中市北屯區敦富路６３３號七樓之１１,21300000,2026Q1,臺中市
北區,臺中市北區崇德路一段５００巷４之４號,5980000,2026Q1,臺中市
北屯區,臺中市北屯區祥順路一段４８３號七樓之２,14700000,2026Q1,臺中市
北區,臺中市北區雙十路二段１０１號９樓之３,13250000,2026Q1,臺中市
北屯區,臺中市北屯區梅川東路五段２號,35000000,2026Q1,臺中市
西屯區,臺中市西屯區順和一街２７號五樓,6300000,2026Q1,臺中市
西屯區,臺中市西屯區臺灣大道二段８８８號三樓之２０,5900000,2026Q1,臺中市
南屯區,臺中市南屯區永春路３之２號,60000000,2026Q1,臺中市
南屯區,臺中市南屯區文心路一段２６０號十六樓之６,60680000,2026Q1,臺中市
西屯區,臺中市西屯區青海路二段２７２號八樓之５,6500000,2026Q1,臺中市
西屯區,臺中市西屯區福聯街４２號,9700000,2026Q1,臺中市
西屯區,臺中市西屯區青海路二段４０６號五樓之２,17600000,2026Q1,臺中市
西屯區,臺中市西屯區青海路二段２０９號五樓之５,13400000,2026Q1,臺中市
西屯區,臺中市西屯區文心路三段６之８號十八樓之５,35000000,2026Q1,臺中市
神岡區,臺中市神岡區東洲路３之２０號,4880000,2026Q1,臺中市
豐原區,臺中市豐原區中正路７４９巷２２弄１５號二樓之１,5150000,2026Q1,臺中市
大甲區,臺中市大甲區臨江路９３之２１號,6000000,2026Q1,臺中市
清水區,臺中市清水區港都五路３１號二樓之２,7000000,2026Q1,臺中市
清水區,臺中市清水區忠孝路２７６號五樓之１,10550000,2026Q1,臺中市
梧棲區,臺中市梧棲區中央路一段７０５之５號,15800000,2026Q1,臺中市
大雅區,臺中市大雅區昌平路四段２８２北三巷８號,2500000,2026Q1,臺中市
大里區,臺中市大里區爽文路１１６９號,5258265,2026Q1,臺中市
太平區,臺中市太平區宜欣一街４３巷６弄２０號五樓之５,8200000,2026Q1,臺中市
太平區,臺中市太平區旱溪西路二段１７７號五樓之２,15500000,2026Q1,臺中市
太平區,臺中市太平區坪林路５７之１－７號,23400000,2026Q1,臺中市
太平區,臺中市太平區永成北路１００號,2862576,2026Q1,臺中市
太平區,臺中市太平區旱溪西路二段２５３號三樓之５,12600000,2026Q1,臺中市
龍井區,臺中市龍井區沙田路六段２９１巷８號五樓,4000000,2026Q1,臺中市
南區,臺中市南區南門路５９巷６６號５樓之２,2150000,2026Q1,臺中市
東區,臺中市東區十甲路１３巷１６號４樓之３,960000,2026Q1,臺中市
東區,臺中市東區公園東路６７號六樓之３,15900000,2026Q1,臺中市
西區,臺中市西區美村路一段８２２號,9680000,2026Q1,臺中市
西區,臺中市西區公館路２６７號２樓之３,10000000,2026Q1,臺中市
西區,臺中市西區大忠南街７７號二樓之二,9800000,2026Q1,臺中市
南區,臺中市南區建成路１８３８號四樓之３,13500000,2026Q1,臺中市
東區,臺中市東區旱溪東路一段２９０之２號,12400000,2026Q1,臺中市
北屯區,臺中市北屯區太原路三段１２７９號十四樓之６,11600000,2026Q1,臺中市
北區,臺中市北區篤行路３５８之１巷４號４樓,4060000,2026Q1,臺中市
北屯區,臺中市北屯區敦富七街５５號十三樓之１６,31800000,2026Q1,臺中市
北區,臺中市北區大義街２９巷３７號８樓之２,3250000,2026Q1,臺中市
北屯區,臺中市北屯區文昌東十二街２７號１１樓,10500000,2026Q1,臺中市
北區,臺中市北區北平四街５號十樓之２１,9500000,2026Q1,臺中市
北區,臺中市北區育強街１１１巷２號,7100000,2026Q1,臺中市
北區,臺中市北區進化北路３６７號７樓之５,4396000,2026Q1,臺中市
北區,臺中市北區中清路一段１０８號十一樓之１２,6000000,2026Q1,臺中市
西屯區,臺中市西屯區惠中三街２１號二十一樓之３,61680000,2026Q1,臺中市
西屯區,臺中市西屯區寧夏路２２６號四樓,13500000,2026Q1,臺中市
西屯區,臺中市西屯區青海路二段３６１號三樓之３,3350000,2026Q1,臺中市
南屯區,臺中市南屯區永春東二路２７２號,15640000,2026Q1,臺中市
西屯區,臺中市西屯區臺灣大道三段６４６號十八樓之９,15180000,2026Q1,臺中市
西屯區,臺中市西屯區至善路２４０號八樓之１２,3300000,2026Q1,臺中市
南屯區,臺中市南屯區文心南三路２３０巷２７號,29200000,2026Q1,臺中市
南屯區,臺中市南屯區東興西街１１號九樓之８,5300000,2026Q1,臺中市
后里區,臺中市后里區平安路２１之２號八樓之８,8500000,2026Q1,臺中市
神岡區,臺中市神岡區大富路５６號,2646356,2026Q1,臺中市
梧棲區,臺中市梧棲區四維東路１５１號六樓之二,1130000,2026Q1,臺中市
清水區,臺中市清水區中山路３１巷３４號,1874236,2026Q1,臺中市
大雅區,臺中市大雅區神林南路１９７巷２８號,4000000,2026Q1,臺中市
大肚區,臺中市大肚區遊園路一段３巷２弄４５號,850000,2026Q1,臺中市
北屯區,臺中市北屯區松竹路二段３９５之２號,9700000,2026Q1,臺中市
西區,臺中市西區臺灣大道二段２８５號十五樓,19320000,2026Q1,臺中市
西區,臺中市西區臺灣大道二段２８５號十五樓,19320000,2026Q1,臺中市
西區,臺中市西區臺灣大道二段２８５號十五樓,19320000,2026Q1,臺中市
西區,臺中市西區臺灣大道二段２８５號十五樓,19320000,2026Q1,臺中市
南區,臺中市南區崇倫北街１５０號五樓之１,20800000,2026Q1,臺中市
北屯區,臺中市北屯區文心路四段２８８號十四樓之１６,10500000,2026Q1,臺中市
北區,臺中市北區忠明七街３０號三樓之６,8720000,2026Q1,臺中市
北區,臺中市北區中清路一段２７９巷１之７號,3510000,2026Q1,臺中市
北屯區,臺中市北屯區衛道路４０號４樓之１,10450000,2026Q1,臺中市
北區,臺中市北區日興街１８０號４樓之１,9600000,2026Q1,臺中市
北屯區,臺中市北屯區敦富路７１０號五樓之１,23900000,2026Q1,臺中市
北區,臺中市北區英才路３６４號５樓之４,6300000,2026Q1,臺中市
西屯區,臺中市西屯區西安街３１號,11900000,2026Q1,臺中市
西屯區,臺中市西屯區青海南街３３號八樓之９,11700000,2026Q1,臺中市
南屯區,臺中市南屯區文心南五路一段４９２號四樓之１,22580000,2026Q1,臺中市
南屯區,臺中市南屯區大英街４２７號四樓之５,8700000,2026Q1,臺中市
南屯區,臺中市南屯區南屯路二段２０７之１０號九樓,9600000,2026Q1,臺中市
西屯區,臺中市西屯區福上巷２５１弄４６號,8500000,2026Q1,臺中市
西屯區,臺中市西屯區四川路８７巷８２號二樓之２１,2880000,2026Q1,臺中市
西屯區,臺中市西屯區西屯路二段２４９之９巷３弄５號十一樓之７,1700000,2026Q1,臺中市
西屯區,臺中市西屯區西安街１３０巷１０號六樓之１６,2150000,2026Q1,臺中市
西屯區,臺中市西屯區福聯街１５巷９號十一樓之６,1300000,2026Q1,臺中市
南屯區,臺中市南屯區文山路４６號三樓,12780000,2026Q1,臺中市
西屯區,臺中市西屯區西屯路二段上石北２巷３６號四樓之５,5080000,2026Q1,臺中市
梧棲區,臺中市梧棲區博愛路３９之３號,11800000,2026Q1,臺中市
新社區,臺中市新社區興社街一段２２５巷４９之５號三樓之３,4800000,2026Q1,臺中市
東勢區,臺中市東勢區圓樓街６７號,16500000,2026Q1,臺中市
潭子區,臺中市潭子區雅豐街１１０巷５０之１１號,27200000,2026Q1,臺中市
大雅區,臺中市大雅區神林路一段５７號,272000000,2026Q1,臺中市
烏日區,臺中市烏日區環河路五段１１６號二十二樓之２,39600000,2026Q1,臺中市
大里區,臺中市大里區祥興路５１７號三樓之１,20500000,2026Q1,臺中市
烏日區,臺中市烏日區新興路７５號八樓,8150000,2026Q1,臺中市
太平區,臺中市太平區仁和街３３之１巷３號二樓,6060000,2026Q1,臺中市
太平區,臺中市太平區育仁路４９號十樓之１,11300000,2026Q1,臺中市
太平區,臺中市太平區中山路一段２４５巷１８號五樓之２３,1580000,2026Q1,臺中市
龍井區,臺中市龍井區工業路５２巷５８弄７號,6200000,2026Q1,臺中市
龍井區,臺中市龍井區工業路１７號十樓之６,12290000,2026Q1,臺中市
北屯區,臺中市北屯區東山路一段５３巷６號,8500000,2026Q1,臺中市
北區,臺中市北區東光東街７９號十樓之６,2200000,2026Q1,臺中市
東區,臺中市東區三賢街１７號,18100000,2026Q1,臺中市
東區,臺中市東區樂業南路３９號五樓之五,18000000,2026Q1,臺中市
東區,臺中市東區進德路３６１號十五樓之７,16000000,2026Q1,臺中市
東區,臺中市東區旱溪東路一段２９２號十五樓之八,8800000,2026Q1,臺中市
南區,臺中市南區東興路一段２５號六樓之２,14900000,2026Q1,臺中市
南區,臺中市南區工學路１４６巷２５號,8800000,2026Q1,臺中市
中區,臺中市中區中華路一段１２１號１６樓之２７,2000000,2026Q1,臺中市
東區,臺中市東區復興路五段１４３號三樓之２,5100000,2026Q1,臺中市
北區,臺中市北區天津路二段１７４號,30400000,2026Q1,臺中市
北屯區,臺中市北屯區遼陽五街１８號三樓之７,7200000,2026Q1,臺中市
北屯區,臺中市北屯區敦化路一段５２５號,11500000,2026Q1,臺中市
北屯區,臺中市北屯區環太東路５６０號十一樓之１５,15000000,2026Q1,臺中市
北屯區,臺中市北屯區松竹路二段３２３號十樓之１,13800000,2026Q1,臺中市
北區,臺中市北區衛道路３５巷１弄８號地下室,1600000,2026Q1,臺中市
北區,臺中市北區育德路１３１巷１１號四樓,5800000,2026Q1,臺中市
北屯區,臺中市北屯區平德路１４２巷８號５樓之１,11500000,2026Q1,臺中市
北區,臺中市北區進化北路３８５號,16100000,2026Q1,臺中市
西屯區,臺中市西屯區市政北一路２５８號二十樓之５,56000000,2026Q1,臺中市
西屯區,臺中市西屯區臺灣大道三段３８９號二十樓之６,38000000,2026Q1,臺中市
西屯區,臺中市西屯區文心路三段１９９之２號二十三樓之８,17450000,2026Q1,臺中市
西屯區,臺中市西屯區臺灣大道三段６４６號三樓之７,13280000,2026Q1,臺中市
西屯區,臺中市西屯區西屯路二段英林巷９２號,27500000,2026Q1,臺中市
神岡區,臺中市神岡區中山路９８９巷２號等公共設施,140000000,2026Q1,臺中市
梧棲區,臺中市梧棲區八德路一段６２號五樓之１１,5500000,2026Q1,臺中市
梧棲區,臺中市梧棲區自強一街９０巷３５號四樓之３,2030000,2026Q1,臺中市
梧棲區,臺中市梧棲區大德路１８０巷２１號,19600000,2026Q1,臺中市
潭子區,臺中市潭子區興華二路６６號四樓,6900000,2026Q1,臺中市
潭子區,臺中市潭子區大成街９巷１９號,10450000,2026Q1,臺中市
霧峰區,臺中市霧峰區振興街２７號九樓之３,6350000,2026Q1,臺中市
烏日區,臺中市烏日區信義街３５９巷３２號,11550000,2026Q1,臺中市
太平區,臺中市太平區環中東路三段６５０號六樓之９,11400000,2026Q1,臺中市
太平區,臺中市太平區環中東路三段３９９號十三樓之２,14400000,2026Q1,臺中市
太平區,臺中市太平區環中東路四段３８５號十樓之３,10880000,2026Q1,臺中市
南區,臺中市南區復興路３段３４８巷１０之２號,500000,2026Q1,臺中市
南區,臺中市南區大慶街二段１５巷１１－４號５樓之２,3200000,2026Q1,臺中市
東區,臺中市東區精武路９２號４樓之２,6100000,2026Q1,臺中市
西區,臺中市西區五權西六街１３８號８樓之５,7300000,2026Q1,臺中市
南區,臺中市南區工學北路４１號,25000000,2026Q1,臺中市
東區,臺中市東區復興路五段１４３號三樓之１,5100000,2026Q1,臺中市
東區,臺中市東區復興路四段７８號９樓之４,2450000,2026Q1,臺中市
南區,臺中市南區學府路１７０號８樓之３,8500000,2026Q1,臺中市
北屯區,臺中市北屯區梅川西路四段２８６號３樓之５,21400000,2026Q1,臺中市
北屯區,臺中市北屯區崇德二路二段６２號十樓之１,3980000,2026Q1,臺中市
北屯區,臺中市北屯區太順路８３號十一樓之６,13250000,2026Q1,臺中市
西屯區,臺中市西屯區福科路５２６巷１號十三樓之１,19980000,2026Q1,臺中市
西屯區,臺中市西屯區黎明路二段７３７號十一樓之５,31000000,2026Q1,臺中市
西屯區,臺中市西屯區大安西街８號七樓之１,4000000,2026Q1,臺中市
豐原區,臺中市豐原區豐年路１４９巷１０弄６號,3500000,2026Q1,臺中市
豐原區,臺中市豐原區直興街５２號七樓之３,4525000,2026Q1,臺中市
大甲區,臺中市大甲區中山路二段１５９巷１５弄１７之４號,6000000,2026Q1,臺中市
沙鹿區,臺中市沙鹿區星海路８３號,18800000,2026Q1,臺中市
梧棲區,臺中市梧棲區自強一街９０巷３５號五樓之１０,2140000,2026Q1,臺中市
梧棲區,臺中市梧棲區自強一街９０巷３５號五樓之１１,2240000,2026Q1,臺中市
清水區,臺中市清水區中華路１４１號,18380000,2026Q1,臺中市
東勢區,臺中市東勢區第五橫街３８之３號,18000000,2026Q1,臺中市
新社區,臺中市新社區協中街８６巷１３號,13800000,2026Q1,臺中市
大里區,臺中市大里區立中街１４２號二樓之２,14580000,2026Q1,臺中市
大里區,臺中市大里區公園街４２５巷５號二樓,6500000,2026Q1,臺中市
大里區,臺中市大里區樹王路２５５號七樓之９,9080000,2026Q1,臺中市
烏日區,臺中市烏日區中山路二段２５５號,8430000,2026Q1,臺中市
太平區,臺中市太平區中山路二段３１１巷４弄３９號,1678359,2026Q1,臺中市
太平區,臺中市太平區新平路三段２３２巷１３號,16000000,2026Q1,臺中市
沙鹿區,臺中市沙鹿區中山路５３巷３２之５７號,11600000,2026Q1,臺中市
太平區,臺中市太平區新興二街６６號,13700000,2026Q1,臺中市
龍井區,臺中市龍井區新興路５９巷３０號八樓之三,7911200,2026Q1,臺中市
西區,臺中市西區臺灣大道二段４９８號十二樓之七,27880000,2026Q1,臺中市
西區,臺中市西區樂群街２６６號,12800000,2026Q1,臺中市
東區,臺中市東區建成路６３９－１８號,24680000,2026Q1,臺中市
西區,臺中市西區三民路一段５０巷８號３樓之１０,6220000,2026Q1,臺中市
西區,臺中市西區博館路１４３號３樓之３,7350000,2026Q1,臺中市
中區,臺中市中區民權路１６４號二十八樓之２０,2710000,2026Q1,臺中市
西區,臺中市西區南屯路１段１４８號７樓,14000000,2026Q1,臺中市
西區,臺中市西區大業北路３３號五樓,8300000,2026Q1,臺中市
中區,臺中市中區民族路６４號１０樓之９,4100000,2026Q1,臺中市
北區,臺中市北區三民路三段３２７號八樓之１,19680000,2026Q1,臺中市
北區,臺中市北區德化街５０９號五樓之１,37000000,2026Q1,臺中市
北屯區,臺中市北屯區南興路３１號八樓之２,22100000,2026Q1,臺中市
北屯區,臺中市北屯區南興北三路２３號六樓之３,16660000,2026Q1,臺中市
北屯區,臺中市北屯區九龍街７８巷７號八樓之２,3200000,2026Q1,臺中市
北屯區,臺中市北屯區環中東路二段６１１號,8500000,2026Q1,臺中市
北屯區,臺中市北屯區松竹五路一段１９３之３號,45180000,2026Q1,臺中市
南屯區,臺中市南屯區大墩七街５２號,3970000,2026Q1,臺中市
西屯區,臺中市西屯區四川路８７巷８２號七樓之２７,2580000,2026Q1,臺中市
南屯區,臺中市南屯區萬和路一段３１之９號,18000000,2026Q1,臺中市
西屯區,臺中市西屯區青海路二段２９２之３號六樓之３,7200000,2026Q1,臺中市
南屯區,臺中市南屯區向上南路一段１６３號十樓之２４,2500000,2026Q1,臺中市
西屯區,臺中市西屯區福中七街３９號六樓,8800000,2026Q1,臺中市
神岡區,臺中市神岡區光復路３７５巷６２之５號,16508000,2026Q1,臺中市
大甲區,臺中市大甲區青二路１０巷１６號,22624393,2026Q1,臺中市
梧棲區,臺中市梧棲區居仁街６３巷１８之５號,1980000,2026Q1,臺中市
沙鹿區,臺中市沙鹿區斗潭路２１１巷９５號十樓之２,12180000,2026Q1,臺中市
清水區,臺中市清水區港新三路２６號十五樓之１,10300000,2026Q1,臺中市
梧棲區,臺中市梧棲區八德東路６９號十五樓之１１,5500000,2026Q1,臺中市
東勢區,臺中市東勢區文新二街３１號一樓之３,11600000,2026Q1,臺中市
東勢區,臺中市東勢區東和街５０號,8000000,2026Q1,臺中市
潭子區,臺中市潭子區大德一路２８號,22800000,2026Q1,臺中市
霧峰區,臺中市霧峰區吉峰西路７８巷３號,10400000,2026Q1,臺中市
大里區,臺中市大里區喬城路３３號,12750000,2026Q1,臺中市
大里區,臺中市大里區中興路二段５９６號,22000000,2026Q1,臺中市
太平區,臺中市太平區振福路２９１號,35500000,2026Q1,臺中市
太平區,臺中市太平區環中東路三段３９７號七樓之１,12200000,2026Q1,臺中市
太平區,臺中市太平區環中東路三段３３３號十四樓之６,10060000,2026Q1,臺中市
龍井區,臺中市龍井區藝術街６１巷１號四樓之四,1500000,2026Q1,臺中市
西區,臺中市西區大昌街２３２號５樓之３,6850000,2026Q1,臺中市
西區,臺中市西區大全街１５４巷８號,11680000,2026Q1,臺中市
南區,臺中市南區美村路二段２８３號３樓,5000000,2026Q1,臺中市
南區,臺中市南區國光路２２８號,26880000,2026Q1,臺中市
南區,臺中市南區正義街３３號,3400000,2026Q1,臺中市
南區,臺中市南區五權南路６１８號三樓之２,3660000,2026Q1,臺中市
北屯區,臺中市北屯區南京東路三段１２巷３９號,9700000,2026Q1,臺中市
北區,臺中市北區忠太東路１１８號１５樓之２,11400000,2026Q1,臺中市
北屯區,臺中市北屯區軍功路二段６７１巷５１之７號,38000000,2026Q1,臺中市
北區,臺中市北區健行路３０號７樓之３,2660000,2026Q1,臺中市
南屯區,臺中市南屯區河南路四段１６８號十四樓之８,11850000,2026Q1,臺中市
西屯區,臺中市西屯區環中路三段６３號十二樓之３,17380000,2026Q1,臺中市
西屯區,臺中市西屯區國安二路１７９號五樓之２,16680000,2026Q1,臺中市
南屯區,臺中市南屯區三和街１６６號十三樓之１１,12400000,2026Q1,臺中市
南屯區,臺中市南屯區大英西一街１１號十九樓之３,15000000,2026Q1,臺中市
西屯區,臺中市西屯區櫻花路３０號６樓之３５,2550000,2026Q1,臺中市
南屯區,臺中市南屯區益豐路四段８５號七樓之５,19600000,2026Q1,臺中市
西屯區,臺中市西屯區順和六街５７號五樓之２,7200000,2026Q1,臺中市
西屯區,臺中市西屯區東大路一段６８０號十一樓之２,8600000,2026Q1,臺中市
后里區,臺中市后里區中和路１３６巷１７號,16200000,2026Q1,臺中市
大甲區,臺中市大甲區渭水路２之１２號,13000000,2026Q1,臺中市
梧棲區,臺中市梧棲區自強一街９０巷３５號四樓之８,2240000,2026Q1,臺中市
清水區,臺中市清水區中華路２２５號五樓之５,6080000,2026Q1,臺中市
沙鹿區,臺中市沙鹿區保成五街２３２號,37800000,2026Q1,臺中市
大里區,臺中市大里區至聖路９３號,150000,2026Q1,臺中市
太平區,臺中市太平區宜佳街３１巷１號五樓,6850000,2026Q1,臺中市
太平區,臺中市太平區環中東路三段６６２號九樓之１,10660000,2026Q1,臺中市
潭子區,臺中市潭子區龍興三莊８１號,6540000,2026Q1,臺中市
南區,臺中市南區南屯路１段２３７巷５弄５６之４號,4380000,2026Q1,臺中市
西區,臺中市西區模範市場１巷６號,1000000,2026Q1,臺中市
南區,臺中市南區福田一街１８９號六樓之６,20000000,2026Q1,臺中市
北屯區,臺中市北屯區敦富路７３９號十四樓之２,19580000,2026Q1,臺中市
北區,臺中市北區錦中街４１之５號,5700000,2026Q1,臺中市
北屯區,臺中市北屯區東山路一段２２０之１４號十二樓,11700000,2026Q1,臺中市
北屯區,臺中市北屯區詔安街８８號三樓之１０,17690000,2026Q1,臺中市
北屯區,臺中市北屯區昌平路一段９５之８號８樓之２,15000000,2026Q1,臺中市
北區,臺中市北區三民路三段２６６號１１樓之４,1600000,2026Q1,臺中市
北區,臺中市北區興進路５５巷２號,11000000,2026Q1,臺中市
北區,臺中市北區自強街４１之１號７樓,6550000,2026Q1,臺中市
北區,臺中市北區育強街７８巷１１號３樓之２,13400000,2026Q1,臺中市
北屯區,臺中市北屯區青島路四段１４９號,12800000,2026Q1,臺中市
北區,臺中市北區東光東街６５號,8180000,2026Q1,臺中市
北屯區,臺中市北屯區北屯路４０９之２６號１２樓,16000000,2026Q1,臺中市
北區,臺中市北區篤行路３５８之１巷１２之１號４樓,3580000,2026Q1,臺中市
南屯區,臺中市南屯區黎明路一段３１０之２號,8820000,2026Q1,臺中市
南屯區,臺中市南屯區向上路五段１３９號,6920000,2026Q1,臺中市
西屯區,臺中市西屯區逢明街２９巷７０號九樓之１,13900000,2026Q1,臺中市
南屯區,臺中市南屯區市政南二路１８７號八樓之３,23800000,2026Q1,臺中市
西屯區,臺中市西屯區寶慶街７號二十一樓之１,2455000,2026Q1,臺中市
西屯區,臺中市西屯區文華路１６２巷１９號六樓之６,5500000,2026Q1,臺中市
西屯區,臺中市西屯區長安路二段２１０巷２０號,8300000,2026Q1,臺中市
西屯區,臺中市西屯區重慶路２５１之１號三樓之３,5750000,2026Q1,臺中市
南屯區,臺中市南屯區文心南三路３３６號二十三樓之１,46000000,2026Q1,臺中市
西屯區,臺中市西屯區洛陽路１２１之２之２號,4820000,2026Q1,臺中市
西屯區,臺中市西屯區工業區一路５８巷１１弄６號十一樓之１０,2500000,2026Q1,臺中市
西屯區,臺中市西屯區臺灣大道三段３０６巷３９弄１２號,18500000,2026Q1,臺中市
豐原區,臺中市豐原區富翁街１０２巷１７號,11000000,2026Q1,臺中市
后里區,臺中市后里區民生路９９巷２弄１２號,10500000,2026Q1,臺中市
豐原區,臺中市豐原區永康路２１３巷１７７弄３１號七樓,8880000,2026Q1,臺中市
神岡區,臺中市神岡區大圳路１５之１號,10000000,2026Q1,臺中市
外埔區,臺中市外埔區山美路４５１巷７７號,8500000,2026Q1,臺中市
梧棲區,臺中市梧棲區中華路二段３９５號二樓之１,7350000,2026Q1,臺中市
沙鹿區,臺中市沙鹿區自立路１９８巷１６號四樓之１,8200000,2026Q1,臺中市
新社區,臺中市新社區上坪１３之１５號,34500000,2026Q1,臺中市
潭子區,臺中市潭子區大新路７９巷３６之４號五樓,7000000,2026Q1,臺中市
潭子區,臺中市潭子區頭張路二段８９巷１４弄２０號,31000000,2026Q1,臺中市
大里區,臺中市大里區中興路二段６７１巷８弄４２號十一樓,6500000,2026Q1,臺中市
烏日區,臺中市烏日區長壽路３７號九樓之５,11200000,2026Q1,臺中市
大里區,臺中市大里區現岱路１７號四樓,5000000,2026Q1,臺中市
太平區,臺中市太平區永平南路４５號二樓之２１,1370000,2026Q1,臺中市
太平區,臺中市太平區育賢路１２２號８樓,8300000,2026Q1,臺中市
龍井區,臺中市龍井區竹師路二段１１１巷５１號九樓之５,11600000,2026Q1,臺中市
龍井區,臺中市龍井區中沙路新庄仔巷３２之６號,8100000,2026Q1,臺中市
北屯區,臺中市北屯區敦富一街１６８號九樓之５,20800000,2026Q1,臺中市
南區,臺中市南區公理街３６號７樓之６,8100000,2026Q1,臺中市
北屯區,臺中市北屯區漢口路五段１３５之６號三樓,17880000,2026Q1,臺中市
北屯區,臺中市北屯區敦富路７１０號十一樓之６,27880000,2026Q1,臺中市
北屯區,臺中市北屯區瀋陽路二段１７５號七樓之１,4900000,2026Q1,臺中市
北屯區,臺中市北屯區文心路四段５０６號二樓之９,10500000,2026Q1,臺中市
北區,臺中市北區永興街１７６巷３之３號,3000000,2026Q1,臺中市
北區,臺中市北區綏遠路一段１之５號６樓之１　,10800000,2026Q1,臺中市
西屯區,臺中市西屯區青海路二段４０８號十一樓之２,12800000,2026Q1,臺中市
西屯區,臺中市西屯區洛陽路１２５巷５９號五樓之１,16880000,2026Q1,臺中市
西屯區,臺中市西屯區臺灣大道三段６４６號二十四樓之２,15200000,2026Q1,臺中市
西屯區,臺中市西屯區上石路１４６巷１２號,13700000,2026Q1,臺中市
西屯區,臺中市西屯區寶慶街３０巷９號十二樓之１７,2350000,2026Q1,臺中市
西屯區,臺中市西屯區惠中路１８巷６號,4715416,2026Q1,臺中市
南屯區,臺中市南屯區干城街３３０號十五樓,25000000,2026Q1,臺中市
南屯區,臺中市南屯區嶺東南路１５１號十樓之８,12460000,2026Q1,臺中市
豐原區,臺中市豐原區豐原大道七段９６號,16300000,2026Q1,臺中市
豐原區,臺中市豐原區東洲路７２號,3800000,2026Q1,臺中市
豐原區,臺中市豐原區府前街１６２巷１９號,20000000,2026Q1,臺中市
豐原區,臺中市豐原區大勇街１號,4905396,2026Q1,臺中市
梧棲區,臺中市梧棲區忠義路９２巷１８號,19500000,2026Q1,臺中市
梧棲區,臺中市梧棲區自強一街９０巷３５號五樓之８,2250000,2026Q1,臺中市
沙鹿區,臺中市沙鹿區東英路３９巷１號,15000000,2026Q1,臺中市
東勢區,臺中市東勢區文新二街３３號十三樓之２,9300000,2026Q1,臺中市
大雅區,臺中市大雅區學府路１２５巷１８號六樓之３,9100000,2026Q1,臺中市
潭子區,臺中市潭子區頭張路二段６８號,6000000,2026Q1,臺中市
潭子區,臺中市潭子區勝利九街２３號二樓之１,8200000,2026Q1,臺中市
大里區,臺中市大里區甲堤南路３６號,21000000,2026Q1,臺中市
大里區,臺中市大里區大明路４８６號五樓,10580000,2026Q1,臺中市
大里區,臺中市大里區興大南街２１號,20250000,2026Q1,臺中市
太平區,臺中市太平區廣三街１８號,14500000,2026Q1,臺中市
太平區,臺中市太平區立智街１１０號九樓之２,18760000,2026Q1,臺中市
太平區,臺中市太平區大興三街１００號,24000000,2026Q1,臺中市
太平區,臺中市太平區環中東路三段６２２號三樓之３,11000000,2026Q1,臺中市
太平區,臺中市太平區中山路二段１２９巷１６號,1833563,2026Q1,臺中市
北屯區,臺中市北屯區太和東街１１６號十一樓之６,4000000,2026Q1,臺中市
南區,臺中市南區忠明南路７２０號１３樓之１,10880000,2026Q1,臺中市
西區,臺中市西區向上北路２３４號一樓,7500000,2026Q1,臺中市
南區,臺中市南區福田路１２３巷１１號,18080000,2026Q1,臺中市
西區,臺中市西區金山路２１－９號,6300000,2026Q1,臺中市
西區,臺中市西區華美街３４８巷８號３樓,10000000,2026Q1,臺中市
西區,臺中市西區民權路１７７巷１２號,10750000,2026Q1,臺中市
東區,臺中市東區進化路１８３號四樓之７,14000000,2026Q1,臺中市
西區,臺中市西區華美西街一段４０號十樓之７,2950000,2026Q1,臺中市
西區,臺中市西區中華路１段１－７號１５樓之９,3980000,2026Q1,臺中市
南區,臺中市南區永和一街３９號五樓之二,2550000,2026Q1,臺中市
東區,臺中市東區進德路３５９號二十三樓之３,21500000,2026Q1,臺中市
西區,臺中市西區精忠街５２巷１１號三樓,5000000,2026Q1,臺中市
北屯區,臺中市北屯區大連北街２巷３８號,21000000,2026Q1,臺中市
北區,臺中市北區國泰街８４巷２６之３號,6000000,2026Q1,臺中市
北屯區,臺中市北屯區崇德路二段２９８號３樓之１　,8580000,2026Q1,臺中市
北區,臺中市北區篤行路３５８之１巷１２號２樓,3650000,2026Q1,臺中市
北區,臺中市北區中清路一段５３號十三樓之３,14270000,2026Q1,臺中市
北區,臺中市北區綏遠路一段１之５號６樓之２　,10200000,2026Q1,臺中市
西屯區,臺中市西屯區逢大路４２號,22680000,2026Q1,臺中市
南屯區,臺中市南屯區大福街１之１２號,34700000,2026Q1,臺中市
